"","metadata","value","coef","stderr","N","N.not.0","pval","qval","Site","ID","pwy","Type","pheno_Count","pair"
"1814","Currently_have_a_skin_condition","Yes",-0.580398202272085,0.169659445331896,396,390,0.000761588116293165,0.0101484291438929,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",36,"PWY-7197-Currently_have_a_skin_condition"
"1815","Currently_have_a_skin_condition","Yes",-0.50733463166405,0.171625186828652,396,390,0.00350448919046104,0.0293342662215246,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",36,"NONMEVIPP-PWY-Currently_have_a_skin_condition"
"1816","Currently_have_a_skin_condition","Yes",-0.575908015633054,0.207690726042183,396,387,0.00610154249193742,0.0454299631193167,"Sc","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",36,"PWY-7199-Currently_have_a_skin_condition"
"1817","Currently_have_psoriasis","Yes",-2.91594021371293,1.01892074044939,396,374,0.00467826814362067,0.038150162837859,"Sc","PWY-5686","UMP biosynthesis","variable",5,"PWY-5686-Currently_have_psoriasis"
"1818","Ethnicity","South East Asian",-0.622729767354866,0.172539107026749,396,390,0.000389891158560736,0.0118700197161824,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",40,"NONMEVIPP-PWY-Ethnicity"
"1819","Ethnicity","South East Asian",-0.696017522890236,0.216486962932115,396,387,0.00152526939072085,0.034743379996994,"Sc","PWY-6270","isoprene biosynthesis I","conserved",40,"PWY-6270-Ethnicity"
"1820","Ethnicity","South East Asian",-0.712457798812564,0.223235039679879,396,387,0.00164840854000336,0.034743379996994,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",40,"PWY-7560-Ethnicity"
"1821","Ethnicity","South East Asian",-0.537283002681537,0.172147172754443,396,390,0.00207414326892439,0.0405939468346631,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",40,"PWY-7197-Ethnicity"
"1822","Gender","Male",-0.195007194525407,0.0541559297828113,396,393,0.000401614102915798,0.00144792452893327,"Sc","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",96,"PWY-7219-Gender"
"1823","Gender","Male",1.16540520404268,0.335761077338635,396,368,0.000637492732551077,0.00213015864291458,"Sc","PWY-5189","tetrapyrrole biosynthesis II (from glycine)","variable",96,"PWY-5189-Gender"
"1824","Gender","Male",1.04249985447917,0.314959994266184,396,376,0.00110996482340197,0.0032417929435053,"Sc","PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I","variable",96,"PWY-6121-Gender"
"1825","Gender","Male",1.03574808149027,0.322343869082348,396,376,0.00153417525097578,0.00412121587026827,"Sc","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","variable",96,"PWY-6122-Gender"
"1826","Gender","Male",1.03574808149027,0.322343869082348,396,376,0.00153417525097578,0.00412121587026827,"Sc","PWY-6277","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","variable",96,"PWY-6277-Gender"
"1827","Gender","Male",1.0268374997768,0.325224243109625,396,374,0.00184252792331004,0.00476276085836747,"Sc","PWY-5686","UMP biosynthesis","variable",96,"PWY-5686-Gender"
"1828","Gender","Male",0.979086080549159,0.325406981499794,396,379,0.00296520614101742,0.00712689897051554,"Sc","VALSYN-PWY","L-valine biosynthesis","variable",96,"VALSYN-PWY-Gender"
"1829","Gender","Male",0.887115710719146,0.34291497059773,396,366,0.0104036842132239,0.0198016919786918,"Sc","PWY-7229","superpathway of adenosine nucleotides de novo biosynthesis I","variable",96,"PWY-7229-Gender"
"1830","Hair_length","Bald",-0.606759809384201,0.202772424228404,396,391,0.00313324113314598,0.0436529527363729,"Sc","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",7,"PWY-7208-Hair_length"
"1831","History_of_skin_medical_treatment","Yes",-0.456091489051351,0.154289084072328,396,390,0.00350424129630099,0.0289205456381467,"Sc","PWY-5097","L-lysine biosynthesis VI","conserved",46,"PWY-5097-History_of_skin_medical_treatment"
"1832","History_of_skin_medical_treatment","Yes",-0.453574977021442,0.158905807754998,396,390,0.00478344333967166,0.0364073187519454,"Sc","PWY-2942","L-lysine biosynthesis III","conserved",46,"PWY-2942-History_of_skin_medical_treatment"
"1833","History_of_skin_medical_treatment","Yes",-0.50656091833586,0.178059566257964,396,389,0.00492242673994188,0.036650677357176,"Sc","PWY-3841","folate transformations II","conserved",46,"PWY-3841-History_of_skin_medical_treatment"
"1834","History_of_skin_medical_treatment","Yes",-0.443245451817091,0.157841584168773,396,390,0.00549443065732529,0.0400392021305087,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",46,"NONMEVIPP-PWY-History_of_skin_medical_treatment"
"1835","Irritation_burning_1_to_10","Irritation_burning_1_to_10",-0.227023024100879,0.0667224746691085,396,390,0.000811901421390195,0.0106952398779285,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",NA,"PWY-7197-Irritation_burning_1_to_10"
"1836","Irritation_burning_1_to_10","Irritation_burning_1_to_10",-0.269127465737417,0.0868679484200228,396,387,0.00223833385598476,0.0228844580798442,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-Irritation_burning_1_to_10"
"1837","Irritation_burning_1_to_10","Irritation_burning_1_to_10",-0.260164214892785,0.0842247421040414,396,387,0.00230535323287333,0.0232230435958564,"Sc","PWY-6270","isoprene biosynthesis I","conserved",NA,"PWY-6270-Irritation_burning_1_to_10"
"1838","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.286417546274167,0.0790064644626362,396,387,0.000369453573114913,0.00550591017061621,"Sc","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",NA,"PWY-7199-Irritation_itching_1_to_10"
"1839","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.33353492291072,0.0925147746825645,396,385,0.000397015008094648,0.00565543503488123,"Sc","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","variable",NA,"PWY-7184-Irritation_itching_1_to_10"
"1840","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.329875632208141,0.0925900120614009,396,385,0.000462363101409538,0.00621017106795164,"Sc","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",NA,"PWY0-166-Irritation_itching_1_to_10"
"1841","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.231188918617653,0.0652802064138056,396,390,0.000498789196492281,0.00657058845379254,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",NA,"PWY-7197-Irritation_itching_1_to_10"
"1842","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.241250081250448,0.0705922720205888,396,385,0.000770761795643693,0.00926266368449,"Sc","HISTSYN-PWY","L-histidine biosynthesis","variable",NA,"HISTSYN-PWY-Irritation_itching_1_to_10"
"1843","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.266773212041153,0.0823985159026964,396,387,0.00141893979412458,0.0145070710294827,"Sc","PWY-6270","isoprene biosynthesis I","conserved",NA,"PWY-6270-Irritation_itching_1_to_10"
"1844","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.274154218498377,0.0850134101648365,396,387,0.00148029934095697,0.014514219516682,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-Irritation_itching_1_to_10"
"1845","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.20919304219959,0.0659540000698369,396,390,0.00176261513093243,0.0156804073336196,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",NA,"NONMEVIPP-PWY-Irritation_itching_1_to_10"
"1846","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.294909599818607,0.0973439686153895,396,385,0.00278452562975092,0.0237042076927712,"Sc","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",NA,"PWY-6147-Irritation_itching_1_to_10"
"1847","Irritation_itching_1_to_10","Irritation_itching_1_to_10",-0.217712349176243,0.0747258884507713,396,389,0.00399663800461738,0.029437602507128,"Sc","PWY-3841","folate transformations II","conserved",NA,"PWY-3841-Irritation_itching_1_to_10"
"1848","Irritation_pain_1_to_10","Irritation_pain_1_to_10",-0.19754090645645,0.0672711899987465,396,390,0.00372348306823982,0.0335405233244143,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",NA,"PWY-7197-Irritation_pain_1_to_10"
"1849","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.378180192068683,0.0633656581513213,396,390,1.1308319880038e-08,3.87309955891301e-06,"Sc","PWY-2942","L-lysine biosynthesis III","conserved",NA,"PWY-2942-Irritation_tauntness_1_to_10"
"1850","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.370308900542607,0.061534008423672,396,390,8.73851270505597e-09,3.87309955891301e-06,"Sc","PWY-5097","L-lysine biosynthesis VI","conserved",NA,"PWY-5097-Irritation_tauntness_1_to_10"
"1851","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.336747187898956,0.0640365572549503,396,390,3.83266455231493e-07,4.37562536389287e-05,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",NA,"NONMEVIPP-PWY-Irritation_tauntness_1_to_10"
"1852","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.40933412895961,0.0803979740911252,396,387,8.41832915988896e-07,4.61040433008784e-05,"Sc","PWY-6270","isoprene biosynthesis I","conserved",NA,"PWY-6270-Irritation_tauntness_1_to_10"
"1853","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.420462259163856,0.0829795658854963,396,387,9.42272417828172e-07,4.61040433008784e-05,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-Irritation_tauntness_1_to_10"
"1854","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.274786116452815,0.0652425853150895,396,390,3.88588368591075e-05,0.000985863083277358,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",NA,"PWY-7197-Irritation_tauntness_1_to_10"
"1855","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.281218308374398,0.0745639353046741,396,389,0.000215812421817027,0.00328743075259343,"Sc","PWY-3841","folate transformations II","conserved",NA,"PWY-3841-Irritation_tauntness_1_to_10"
"1856","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.322638289751889,0.0939134523908521,396,385,0.000724196487356493,0.00840804396337623,"Sc","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",NA,"PWY0-166-Irritation_tauntness_1_to_10"
"1857","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.335256497017799,0.0979044647348669,396,385,0.000752848641171806,0.00859502198671146,"Sc","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",NA,"PWY-6147-Irritation_tauntness_1_to_10"
"1858","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.319795814023595,0.0939571917234238,396,385,0.000808673341237205,0.00879271807535692,"Sc","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","variable",NA,"PWY-7184-Irritation_tauntness_1_to_10"
"1859","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.233441750939459,0.0809141984520369,396,387,0.00435965781084752,0.0331818400047839,"Sc","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",NA,"PWY-7199-Irritation_tauntness_1_to_10"
"1860","Irritation_tauntness_1_to_10","Irritation_tauntness_1_to_10",-0.199758291361201,0.0721531706509044,396,385,0.00618036737907816,0.042974568569557,"Sc","HISTSYN-PWY","L-histidine biosynthesis","variable",NA,"HISTSYN-PWY-Irritation_tauntness_1_to_10"
"1861","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.260744123992248,0.0656133419102393,396,390,9.98336946451728e-05,0.00235814071834287,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",NA,"PWY-7197-Irritation_tingling_1_to_10"
"1862","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.305431292981509,0.0856428560439149,396,387,0.000456541614818133,0.00625462012300842,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",NA,"PWY-7560-Irritation_tingling_1_to_10"
"1863","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.293148301141117,0.0830794504639312,396,387,0.00052235500702678,0.00701594470222243,"Sc","PWY-6270","isoprene biosynthesis I","conserved",NA,"PWY-6270-Irritation_tingling_1_to_10"
"1864","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.229505196995546,0.0665227978228813,396,390,0.000688440952698947,0.00842110808212104,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",NA,"NONMEVIPP-PWY-Irritation_tingling_1_to_10"
"1865","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.3139560827109,0.0983782301525912,396,385,0.00165359300747166,0.0155165919194259,"Sc","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",NA,"PWY-6147-Irritation_tingling_1_to_10"
"1866","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.199585831517592,0.0675295735868062,396,390,0.00351061768952511,0.0270199226665697,"Sc","PWY-2942","L-lysine biosynthesis III","conserved",NA,"PWY-2942-Irritation_tingling_1_to_10"
"1867","Irritation_tingling_1_to_10","Irritation_tingling_1_to_10",-0.190137329498245,0.0657227650388858,396,390,0.00425450009984442,0.0310720234141402,"Sc","PWY-5097","L-lysine biosynthesis VI","conserved",NA,"PWY-5097-Irritation_tingling_1_to_10"
"1868","Routinely_use_underarm_antiperspirant","Yes",-0.314974191006375,0.102491302916068,396,391,0.00242527528036926,0.0238257999275312,"Sc","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",28,"PWY-7208-Routinely_use_underarm_antiperspirant"
"1869","Routinely_use_underarm_antiperspirant","Yes",-0.59119204486682,0.195162087649511,396,390,0.00278758417779999,0.0250612443099691,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",28,"PWY-7197-Routinely_use_underarm_antiperspirant"
"1870","Routinely_use_underarm_antiperspirant","Yes",-0.280066915014304,0.0923701355329147,396,392,0.00276334096670844,0.0250612443099691,"Sc","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",28,"PWY-7221-Routinely_use_underarm_antiperspirant"
"1871","Routinely_use_underarm_antiperspirant","Yes",-0.56748725888122,0.196413360997695,396,390,0.00430338436172617,0.0336850585055581,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",28,"NONMEVIPP-PWY-Routinely_use_underarm_antiperspirant"
"1872","Routinely_use_underarm_antiperspirant","Yes",-0.834345477687756,0.289270282740857,396,385,0.00436876352607707,0.0336850585055581,"Sc","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",28,"PWY-6147-Routinely_use_underarm_antiperspirant"
"1873","Routinely_use_underarm_antiperspirant","Yes",-0.599243157692447,0.211199064790261,396,385,0.00503559952345256,0.0379053370721429,"Sc","HISTSYN-PWY","L-histidine biosynthesis","variable",28,"HISTSYN-PWY-Routinely_use_underarm_antiperspirant"
"1874","Routinely_use_underarm_antiperspirant","Yes",-0.714245380754779,0.253635349392413,396,387,0.00536729755875028,0.0399630307363472,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",28,"PWY-7560-Routinely_use_underarm_antiperspirant"
"1875","Routinely_use_underarm_antiperspirant","Yes",-0.689644350133755,0.245923649051363,396,387,0.00555843463987248,0.0405056141309856,"Sc","PWY-6270","isoprene biosynthesis I","conserved",28,"PWY-6270-Routinely_use_underarm_antiperspirant"
"1876","Routinely_use_underarm_antiperspirant","Yes",-0.279922339482411,0.102062956677637,396,390,0.00666910769741152,0.0456833877272689,"Sc","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",28,"PWY-7228-Routinely_use_underarm_antiperspirant"
"1877","Routinely_use_underarm_antiperspirant","Yes",-0.39141709843183,0.143758393724669,396,390,0.00706835873893751,0.0473518112494152,"Sc","PWY-6151","S-adenosyl-L-methionine cycle I","conserved",28,"PWY-6151-Routinely_use_underarm_antiperspirant"
"1878","Sensitive_feet","Yes",-1.24887658911877,0.330377815887146,396,390,0.000208871239781041,0.00420814115441215,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",8,"PWY-7197-Sensitive_feet"
"1879","Sensitive_feet","Yes",-1.14891790127062,0.333772122611635,396,390,0.000707386826920294,0.00914264106491324,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",8,"NONMEVIPP-PWY-Sensitive_feet"
"1880","Sensitive_feet","Yes",-1.37290203647289,0.403083715178264,396,387,0.000802369782605562,0.0101782092793483,"Sc","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",8,"PWY-7199-Sensitive_feet"
"1881","Sensitive_feet","Yes",-1.33570176336513,0.419147065786498,396,387,0.00167867371874642,0.017053658354643,"Sc","PWY-6270","isoprene biosynthesis I","conserved",8,"PWY-6270-Sensitive_feet"
"1882","Sensitive_feet","Yes",-1.35154768640366,0.432790824670787,396,387,0.00206673461297491,0.0193529025479298,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",8,"PWY-7560-Sensitive_feet"
"1883","Sensitive_feet","Yes",-1.46809101360022,0.474181683198762,396,385,0.00225321049724505,0.0203085419817482,"Sc","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","variable",8,"PWY-7184-Sensitive_feet"
"1884","Sensitive_feet","Yes",-0.486084059274889,0.158239771606682,396,392,0.00243505169623474,0.0213847488707794,"Sc","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",8,"PWY-7221-Sensitive_feet"
"1885","Sensitive_feet","Yes",-1.45798116403783,0.474376991771962,396,385,0.00242219133074451,0.0213847488707794,"Sc","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",8,"PWY0-166-Sensitive_feet"
"1886","Sensitive_feet","Yes",-1.02959912922568,0.361979465791605,396,385,0.00493030811115298,0.0355501163804188,"Sc","HISTSYN-PWY","L-histidine biosynthesis","variable",8,"HISTSYN-PWY-Sensitive_feet"
"1887","Sensitive_feet","Yes",-0.478529541657978,0.174966713829119,396,390,0.0068202993399966,0.0462564856227492,"Sc","PWY-7228","superpathway of guanosine nucleotides de novo biosynthesis I","conserved",8,"PWY-7228-Sensitive_feet"
"1888","Sensitive_other_site","Yes",-1.37003111506282,0.373578332975545,396,385,0.000316917574980609,0.00493383042867538,"Sc","PWY-7184","pyrimidine deoxyribonucleotides de novo biosynthesis I","variable",13,"PWY-7184-Sensitive_other_site"
"1889","Sensitive_other_site","Yes",-1.363902111955,0.373721405266818,396,385,0.000338169809970436,0.00514769599621663,"Sc","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",13,"PWY0-166-Sensitive_other_site"
"1890","Sensitive_other_site","Yes",-0.920635198271334,0.265332924942039,396,390,0.000642599537634223,0.00800328515053532,"Sc","NONMEVIPP-PWY","methylerythritol phosphate pathway I","conserved",13,"NONMEVIPP-PWY-Sensitive_other_site"
"1891","Sensitive_other_site","Yes",-1.10137364538266,0.320408811871011,396,387,0.000719659221517843,0.00880297440606647,"Sc","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",13,"PWY-7199-Sensitive_other_site"
"1892","Sensitive_other_site","Yes",-0.650828085202972,0.195713601777438,396,389,0.00105776963781284,0.0115011460619332,"Sc","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","conserved",13,"PWY-7220-Sensitive_other_site"
"1893","Sensitive_other_site","Yes",-0.650828085202972,0.195713601777438,396,389,0.00105776963781284,0.0115011460619332,"Sc","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","conserved",13,"PWY-7222-Sensitive_other_site"
"1894","Sensitive_other_site","Yes",-1.05529637076244,0.344518923195637,396,387,0.00250361947707584,0.022272458984376,"Sc","PWY-7560","methylerythritol phosphate pathway II","conserved",13,"PWY-7560-Sensitive_other_site"
"1895","Sensitive_other_site","Yes",-0.808183553481507,0.266016764835985,396,390,0.00271059180790057,0.0229229060297764,"Sc","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",13,"PWY-7197-Sensitive_other_site"
"1896","Sensitive_other_site","Yes",-1.00903522561989,0.334209946603037,396,387,0.00287744472949165,0.0236443275229914,"Sc","PWY-6270","isoprene biosynthesis I","conserved",13,"PWY-6270-Sensitive_other_site"
"1897","Sensitive_other_site","Yes",-0.375484508973787,0.12602117342531,396,392,0.00325813941496778,0.0247980611028104,"Sc","PWY-7221","guanosine ribonucleotides de novo biosynthesis","conserved",13,"PWY-7221-Sensitive_other_site"
"1898","Sensitive_other_site","Yes",-0.310385111688174,0.107564486215108,396,393,0.00435441019053539,0.0313415119123754,"Sc","PWY-7219","adenosine ribonucleotides de novo biosynthesis","conserved",13,"PWY-7219-Sensitive_other_site"
"1899","Sensitive_other_site","Yes",-0.862742427406379,0.302296749885876,396,389,0.00479024527987921,0.0331446264314875,"Sc","PWY-3841","folate transformations II","conserved",13,"PWY-3841-Sensitive_other_site"
"1900","Sensitive_other_site","Yes",-0.591975241972073,0.214895618389516,396,392,0.00643827333028919,0.0432374238357656,"Sc","PWY-6897","thiamin salvage II","conserved",13,"PWY-6897-Sensitive_other_site"
"1901","Sensitive_other_site","Yes",-0.791679306962494,0.288278593520145,396,385,0.00659921574330229,0.0438510063129688,"Sc","HISTSYN-PWY","L-histidine biosynthesis","variable",13,"HISTSYN-PWY-Sensitive_other_site"
"1902","Sensitive_other_site","Yes",-0.379792761635305,0.140464714678216,396,391,0.00746850195915544,0.0469350811194631,"Sc","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",13,"PWY-7208-Sensitive_other_site"
"1903","Sensitive_other_site","Yes",-0.578627459039287,0.216008475570266,396,393,0.00803006282643115,0.0486778144788083,"Sc","PWY-7357","thiamin formation from pyrithiamine and oxythiamine (yeast)","conserved",13,"PWY-7357-Sensitive_other_site"
"1904","Suffered_from_dry_skin_in_the_last_year","Yes",-0.672579644124619,0.167596910895879,396,389,8.57122771244692e-05,0.00167751170943604,"Sc","PWY-3841","folate transformations II","conserved",52,"PWY-3841-Suffered_from_dry_skin_in_the_last_year"
"1905","Suffered_from_dry_skin_in_the_last_year","Yes",-0.582971698301394,0.181771364471618,396,387,0.00156964354961466,0.0129542871263379,"Sc","PWY-7199","pyrimidine deoxyribonucleosides salvage","conserved",52,"PWY-7199-Suffered_from_dry_skin_in_the_last_year"
"1906","Suffered_from_dry_skin_in_the_last_year","Yes",0.941811419589086,0.331832299764569,396,383,0.00502275752919234,0.0294067427991175,"Sc","PWY-4981","L-proline biosynthesis II (from arginine)","conserved",52,"PWY-4981-Suffered_from_dry_skin_in_the_last_year"
"1907","Suffered_from_dry_skin_in_the_last_year","Yes",1.16715741674934,0.433320802186676,396,381,0.00769299799813858,0.0405361817594225,"Sc","SER-GLYSYN-PWY","superpathway of L-serine and glycine biosynthesis I","conserved",52,"SER-GLYSYN-PWY-Suffered_from_dry_skin_in_the_last_year"
"1908","Suffered_from_dry_skin_in_the_last_year","Yes",0.725279375704837,0.272933133616348,396,390,0.00853642530973646,0.0418375281427436,"Sc","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","conserved",52,"PWY-5188-Suffered_from_dry_skin_in_the_last_year"
"1909","Suffered_from_dry_skin_in_the_last_year","Yes",-0.553333135803919,0.214711569776326,396,385,0.0107092540989511,0.0499036670597382,"Sc","PWY0-166","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","variable",52,"PWY0-166-Suffered_from_dry_skin_in_the_last_year"
"1910","Age","Age",0.197055235227325,0.0531900649671309,396,395,0.000274529381839194,0.0085496293201349,"Ub","PWY-5188","tetrapyrrole biosynthesis I (from glutamate)","conserved",NA,"PWY-5188-Age"
"1911","Age","Age",-0.135896159964469,0.0425168338391408,396,395,0.00162117633327842,0.032128767332245,"Ub","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","conserved",NA,"PWY-7197-Age"
"1912","Age","Age",-0.229866156064763,0.0743091914214096,396,392,0.00226611066837761,0.0380009327466399,"Ub","PWY-6609","adenine and adenosine salvage III","conserved",NA,"PWY-6609-Age"
"1913","Age","Age",-0.174115207238504,0.0579874152588678,396,389,0.00302319372262942,0.0461191383048345,"Ub","HISTSYN-PWY","L-histidine biosynthesis","conserved",NA,"HISTSYN-PWY-Age"
"1914","Age","Age",0.193035918739099,0.0659216924772983,396,393,0.00380800224535331,0.0461191383048345,"Ub","PWY-4981","L-proline biosynthesis II (from arginine)","conserved",NA,"PWY-4981-Age"
"1915","Age","Age",-0.123454603542465,0.0420683568352502,396,395,0.00373532322556557,0.0461191383048345,"Ub","PWY-7208","superpathway of pyrimidine nucleobases salvage","conserved",NA,"PWY-7208-Age"
"1916","Body_odor_overall","Yes",0.444524473103245,0.16624912498737,396,392,0.00814235452029601,0.0365233186301344,"Ub","PWY-6609","adenine and adenosine salvage III","conserved",44,"PWY-6609-Body_odor_overall"
"1917","Body_odor_overall","Yes",0.271463712970872,0.104178455948657,396,395,0.00988211062270748,0.0429143449352635,"Ub","PWY-2942","L-lysine biosynthesis III","conserved",44,"PWY-2942-Body_odor_overall"
"1918","Body_odor_overall","Yes",0.287498489206833,0.111409804147709,396,393,0.0106068784925616,0.044986371816701,"Ub","PWY-5097","L-lysine biosynthesis VI","conserved",44,"PWY-5097-Body_odor_overall"
"1919","Body_odor_total_areas","Body_odor_total_areas",0.178143075040018,0.0695869694431968,396,392,0.0112335279113346,0.0472762371558099,"Ub","PWY-6609","adenine and adenosine salvage III","conserved",NA,"PWY-6609-Body_odor_total_areas"
"1920","Body_odor_total_areas","Body_odor_total_areas",0.110586841851015,0.0435799714310099,396,395,0.0119534520725685,0.0495409230384017,"Ub","PWY-2942","L-lysine biosynthesis III","conserved",NA,"PWY-2942-Body_odor_total_areas"
"1921","Body_odor_underarm","Yes",0.468557122606183,0.169389916046203,396,392,0.00622436774113088,0.028387283840304,"Ub","PWY-6609","adenine and adenosine salvage III","conserved",42,"PWY-6609-Body_odor_underarm"
"1922","Body_odor_underarm","Yes",0.27964877699346,0.106244038653101,396,395,0.00917160673275764,0.039670838645658,"Ub","PWY-2942","L-lysine biosynthesis III","conserved",42,"PWY-2942-Body_odor_underarm"
"1923","Body_odor_underarm","Yes",0.294822445469373,0.113637546254825,396,393,0.010202705461007,0.0432721749124421,"Ub","PWY-5097","L-lysine biosynthesis VI","conserved",42,"PWY-5097-Body_odor_underarm"
"1924","Body_sites_affected_by_eczema","Face and scalp",-1.97277872862726,0.407973744475853,396,391,2.75452119768975e-06,4.89116601400069e-05,"Ub","PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","conserved",6,"PWY-6147-Body_sites_affected_by_eczema"
"1925","Body_sites_affected_by_eczema","Face and scalp",-1.35021830109287,0.290086779336199,396,389,6.12818156022019e-06,9.96972820991045e-05,"Ub","HISTSYN-PWY","L-histidine biosynthesis","conserved",6,"HISTSYN-PWY-Body_sites_affected_by_eczema"
"1926","Body_sites_affected_by_eczema","Face and scalp",-1.10052167600877,0.313806386413361,396,392,0.000567029627554469,0.00650591888457233,"Ub","PWY-6270","isoprene biosynthesis I","conserved",6,"PWY-6270-Body_sites_affected_by_eczema"
"1927","Body_sites_affected_by_eczema","Face and scalp",-1.11880596104496,0.319157606530613,396,392,0.000570071474442057,0.00650657494389364,"Ub","PWY-7560","methylerythritol phosphate pathway II","conserved",6,"PWY-7560-Body_sites_affected_by_eczema"
