"","ID","metadata","Dermotype_size","coef","stderr","N","N.not.0","pval","qval","Site","class","Superclass1","Superclass2","Superclass3","Superclass4","label_1","label_2","pwy","prev","HighPrev","Type","ave_abund","rank","percentile","Subclass"
"1553","PWY-7400","binary_outcome","Ub-1",-1.14160905495573,0.163926474941502,396,385,1.63753314669704e-11,2.83319226968217e-10,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ARGININE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ARGININE-SYN","Amino-Acid-Syn","Arginine-Syn","L-arginine biosynthesis IV (archaebacteria)",0.965779467680608,"Y","conserved",0.00397475043769777,57,0.895131086142322,"Amino acid metabolism"
"1554","PWY-7539","binary_outcome","Ub-1",-1.21673651525028,0.246275718944619,396,377,1.15934167507328e-06,6.06396772609679e-06,"Ub","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Folate-Biosynthesis|6-HM-Dihydropterin-PP-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","Vitamin-Syn","Folate-Syn","6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",0.946768060836502,"N","variable",0.00196263158873472,78,0.855805243445693,"Vitamin Syn"
"1555","PWY-7560","binary_outcome","Ub-1",0.917605668430844,0.0669557728400071,396,392,4.79089100808724e-35,1.30551779970377e-32,"Ub","Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis|ISOPRENOIDS|Isopentenyl-Diphosphate-Biosynthesis","Biosynthesis","SECONDARY-METABOLITE-BIOSYNTHESIS","Terpenoid-Biosynthesis","ISOPRENOIDS","Secondary-Metabolite-Syn","Terpenoid-Syn","methylerythritol phosphate pathway II",0.996197718631179,"Y","conserved",0.0206832262259284,21,0.962546816479401,"Secondary metabolite metabolism"
"1556","PWY-7663","binary_outcome","Ub-1",-1.58378260974463,0.204608707803217,396,382,9.91071611885619e-14,2.45515467489846e-12,"Ub","Biosynthesis|Lipid-Biosynthesis|Fatty-acid-biosynthesis|Unsaturated-Fatty-Acids-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Lipid-Syn","Fatty-Acid-Syn","gondoate biosynthesis (anaerobic)",0.954372623574145,"Y","conserved",0.00159472072532409,87,0.838951310861423,"Lipid metabolism"
"1557","PWY-7664","binary_outcome","Ub-1",-1.46337176737209,0.243966957643333,396,368,4.75284940488325e-09,5.12931272408193e-08,"Ub","Biosynthesis|Lipid-Biosynthesis|Fatty-acid-biosynthesis|Unsaturated-Fatty-Acids-Biosynthesis|Oleate-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Lipid-Syn","Fatty-Acid-Syn","oleate biosynthesis IV (anaerobic)",0.91254752851711,"N","variable",0.00111610643517847,119,0.779026217228464,"Lipid metabolism"
"1558","PWY-821","binary_outcome","Ub-1",-1.69037992282035,0.298841524957158,396,311,3.18208239023075e-08,2.53172978492811e-07,"Ub","Biosynthesis|Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",NA,NA,"Amino-Acid-Syn"," ","superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",0.70722433460076,"N","all_low",0.000677297684695647,157,0.707865168539326,"Amino acid metabolism"
"1559","PWY-841","binary_outcome","Ub-1",-0.721248478391186,0.171281172755861,396,387,3.19231494965471e-05,0.000122092045442934,"Ub","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotide-De-Novo-Biosynthesis","Nucleotide-Syn","Purine-Syn","superpathway of purine nucleotides de novo biosynthesis I",0.977186311787072,"Y","conserved",0.00483639782008693,46,0.915730337078652,"Nucleotide metabolism"
"1560","PWY0-1061","binary_outcome","Ub-1",-1.60832551873644,0.278721402954055,396,348,1.7660474826979e-08,1.53999340491257e-07,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ALANINE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ALANINE-SYN","Amino-Acid-Syn","Alanine-Syn","superpathway of L-alanine biosynthesis",0.828897338403042,"N","variable",0.00110066602994475,123,0.771535580524345,"Amino acid metabolism"
"1561","PWY0-1261","binary_outcome","Ub-1",-1.57957727322047,0.270641870254864,396,362,1.20368575774256e-08,1.09889292585419e-07,"Ub","Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives","Degradation","SECONDARY-METABOLITE-DEGRADATION","Sugar-Derivatives",NA,"Secondary-Metabolite-Deg","Sugar-Derivatives","anhydromuropeptides recycling",0.893536121673004,"N","variable",0.000860752384991712,143,0.734082397003745,"Secondary metabolite metabolism"
"1562","PWY0-1296","binary_outcome","Ub-1",-1.49422478053613,0.291697865075841,396,341,4.93348597876508e-07,2.72969528774311e-06,"Ub","Degradation|NUCLEO-DEG|Purine-Degradation","Degradation","NUCLEO-DEG","Purine-Degradation",NA,"Nucleo-Deg","Purine-Deg","purine ribonucleosides degradation",0.809885931558935,"N","variable",0.00102383725408638,133,0.752808988764045,"Nucleotide metabolism"
"1563","PWY0-1297","binary_outcome","Ub-1",-1.18149887938921,0.294317365127761,396,353,7.19418189801465e-05,0.000261388608961199,"Ub","Degradation|NUCLEO-DEG","Degradation","NUCLEO-DEG",NA,NA,"Nucleo-Deg"," ","superpathway of purine deoxyribonucleosides degradation",0.855513307984791,"N","variable",0.00136495732397745,101,0.812734082397004,"Nucleotide metabolism"
"1564","PWY0-1298","binary_outcome","Ub-1",-1.66935543215284,0.306747897498951,396,331,9.73624180994439e-08,6.71677441318948e-07,"Ub","Degradation|NUCLEO-DEG|Pyrimidine-Degradation","Degradation","NUCLEO-DEG","Pyrimidine-Degradation",NA,"Nucleo-Deg","Pyrimidine-Deg","superpathway of pyrimidine deoxyribonucleosides degradation",0.775665399239544,"N","variable",0.000450704511933236,183,0.659176029962547,"Nucleotide metabolism"
"1565","PWY0-1319","binary_outcome","Ub-1",-1.81042510330305,0.213424733220189,396,386,5.28850050656368e-16,2.217102135444e-14,"Ub","Biosynthesis|Lipid-Biosynthesis|Phospholipid-Biosynthesis|CDP-diacylglycerol-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Phospholipid-Biosynthesis","CDP-diacylglycerol-Biosynthesis","Lipid-Syn","Phospholipid-Syn","CDP-diacylglycerol biosynthesis II",0.965779467680608,"Y","conserved",0.00145144296966526,95,0.823970037453184,"Lipid metabolism"
"1566","PWY0-1415","binary_outcome","Ub-1",-1.40931313319314,0.212888052804327,396,371,1.2260654289397e-10,1.93682799644097e-09,"Ub","Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis|HEME-SYN","Biosynthesis","Cofactor-Biosynthesis","Porphyrin-Compounds-Biosynthesis","HEME-SYN","Cofactor-Syn","Porphyrin-Compounds-Syn","superpathway of heme biosynthesis from uroporphyrinogen-III",0.916349809885932,"N","variable",0.00128429146370672,106,0.803370786516854,"Cofactor Syn"
"1567","PWY0-1479","binary_outcome","Ub-1",-1.42113974203804,0.23192413624833,396,376,2.18355161612904e-09,2.55921641030178e-08,"Ub","Biosynthesis|Nucleotide-Biosynthesis|Nucleic-Acid-Processing","Biosynthesis","Nucleotide-Biosynthesis","Nucleic-Acid-Processing",NA,"Nucleotide-Syn","Nucleic-Acid-Processing","tRNA processing",0.935361216730038,"N","variable",0.00106411499529635,127,0.764044943820225,"Nucleotide metabolism"
"1568","PWY0-1586","binary_outcome","Ub-1",-1.40522047376248,0.221864660223677,396,379,6.7517642720079e-10,8.97490616644952e-09,"Ub","Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Peptidoglycan-Biosynthesis","Biosynthesis","Cell-Structure-Biosynthesis","Cell-Wall-Biosynthesis","Peptidoglycan-Biosynthesis","Cell-Structure-Syn","Cell-Wall-Syn","peptidoglycan maturation (meso-diaminopimelate containing)",0.939163498098859,"N","variable",0.00100695337018306,138,0.743445692883895,"Cell Structure Syn"
"1569","PWY0-162","binary_outcome","Ub-1",-1.27446580791437,0.170375645443591,396,389,5.3021198515282e-13,1.17945115064607e-11,"Ub","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Ribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","superpathway of pyrimidine ribonucleotides de novo biosynthesis",0.980988593155893,"Y","conserved",0.00402289762786777,56,0.897003745318352,"Nucleotide metabolism"
"1570","PWY0-166","binary_outcome","Ub-1",0.550521127906484,0.0699375672849943,396,392,3.4991655377757e-14,9.53522609043878e-13,"Ub","Biosynthesis|Nucleotide-Biosynthesis|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn","Biosynthesis","Nucleotide-Biosynthesis","PYR-NUC-SYN","Pyrimidine-De-Novo-Biosyn","Nucleotide-Syn","Pyrimidine-Syn","superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)",0.996197718631179,"Y","conserved",0.0219143278019289,15,0.973782771535581,"Nucleotide metabolism"
"1571","PWY0-781","binary_outcome","Ub-1",-0.632851236416085,0.255772910014833,396,198,0.0138132173125445,0.0338346221812888,"Ub","Super-Pathways","Super-Pathways",NA,NA,NA,"Other Super-Pathways","Aspartate Superpathway","aspartate superpathway",0.422053231939163,"N","all_low",0.000486948550173252,177,0.670411985018727,"Amino acid metabolism"
"1572","PWY0-845","binary_outcome","Ub-1",-1.23366711176949,0.275864223911408,396,333,1.03108787481566e-05,4.25714311950406e-05,"Ub","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Vitamin-B6-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Vitamin-B6-Biosynthesis","Vitamin-Syn","Vitamin-B6-Syn","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",0.806083650190114,"N","all_low",0.00065713615175581,160,0.702247191011236,"Vitamin Syn"
"1573","PWY0-862","binary_outcome","Ub-1",-1.46358759662285,0.247916198825416,396,368,8.05049132613595e-09,7.82905599246735e-08,"Ub","Biosynthesis|Lipid-Biosynthesis|Fatty-acid-biosynthesis|Unsaturated-Fatty-Acids-Biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis","Unsaturated-Fatty-Acids-Biosynthesis","Lipid-Syn","Fatty-Acid-Syn","(5Z)-dodec-5-enoate biosynthesis",0.91254752851711,"N","variable",0.00103984271703883,131,0.756554307116105,"Lipid metabolism"
"1574","PWY4FS-7","binary_outcome","Ub-1",-1.43996466115703,0.265878362653974,396,360,1.1236770403117e-07,7.47438298781861e-07,"Ub","Biosynthesis|Lipid-Biosynthesis|Phospholipid-Biosynthesis|PhosphatidylglycerolBiosynthesis","Biosynthesis","Lipid-Biosynthesis","Phospholipid-Biosynthesis","PhosphatidylglycerolBiosynthesis","Lipid-Syn","Phospholipid-Syn","phosphatidylglycerol biosynthesis I (plastidic)",0.889733840304182,"N","all_low",0.00102302894370834,134,0.750936329588015,"Lipid metabolism"
"1575","PWY4FS-8","binary_outcome","Ub-1",-1.44479427431833,0.266494817533078,396,360,1.09105907231145e-07,7.34107647419431e-07,"Ub","Biosynthesis|Lipid-Biosynthesis|Phospholipid-Biosynthesis|PhosphatidylglycerolBiosynthesis","Biosynthesis","Lipid-Biosynthesis","Phospholipid-Biosynthesis","PhosphatidylglycerolBiosynthesis","Lipid-Syn","Phospholipid-Syn","phosphatidylglycerol biosynthesis II (non-plastidic)",0.889733840304182,"N","all_low",0.00101853417049394,135,0.749063670411985,"Lipid metabolism"
"1576","PWY66-367","binary_outcome","Ub-1",-1.29930170198132,0.250580965559797,396,346,3.48736935785618e-07,2.04367344089421e-06,"Ub","Energy-Metabolism|OTHER-ENERGY","Energy-Metabolism","OTHER-ENERGY",NA,NA,"Other Energy-Metabolism"," ","ketogenesis",0.844106463878327,"N","all_low",0.000623712527172364,162,0.698501872659176,"Energy metabolism"
"1577","PWY66-398","binary_outcome","Ub-1",-1.76075505810177,0.322472133455138,396,276,8.90933084276402e-08,6.18545899274699e-07,"Ub","Energy-Metabolism|TCA-VARIANTS","Energy-Metabolism","TCA-VARIANTS",NA,NA,"Tca-Variants"," ","TCA cycle III (animals)",0.627376425855513,"N","all_low",0.000331473611612657,202,0.623595505617977,"Energy metabolism"
"1578","PWY66-399","binary_outcome","Ub-1",-1.44045580326435,0.258105755653174,396,343,4.4887135294446e-08,3.39770676881571e-07,"Ub","Biosynthesis|Carbohydrates-Biosynthesis|CARBO-BIOSYNTHESIS|Gluconeogenesis","Biosynthesis","Carbohydrates-Biosynthesis","CARBO-BIOSYNTHESIS","Gluconeogenesis","Carbohydrates-Syn","Carbo-Syn","gluconeogenesis III",0.840304182509506,"N","all_low",0.00116755279506063,113,0.790262172284644,"Carbohydrate metabolism"
"1579","PWY66-400","binary_outcome","Ub-1",-1.43212124297221,0.238285689193989,396,380,4.62576965778905e-09,5.04208892699006e-08,"Ub","Energy-Metabolism|GLYCOLYSIS-VARIANTS","Energy-Metabolism","GLYCOLYSIS-VARIANTS",NA,NA,"Glycolysis-Variants"," ","glycolysis VI (metazoan)",0.950570342205323,"Y","conserved",0.00142827474335783,98,0.818352059925094,"Energy metabolism"
"1580","PWY66-409","binary_outcome","Ub-1",-1.00065543334226,0.270928079288722,396,350,0.000253253086919506,0.000844176956398354,"Ub","Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotides-Salvage","Biosynthesis","Nucleotide-Biosynthesis","PUR-NUC-SYN","Purine-Nucleotides-Salvage","Nucleotide-Syn","Purine-Syn","superpathway of purine nucleotide salvage",0.859315589353612,"N","all_low",0.00291871957396437,71,0.868913857677903,"Nucleotide metabolism"
"1581","PWY66-422","binary_outcome","Ub-1",-1.50437387718182,0.310426070673017,396,314,1.84162898578152e-06,9.33663067210164e-06,"Ub","Degradation|Carbohydrates-Degradation|Sugars-And-Polysaccharides-Degradation|GALACTOSE-DEGRADATION","Degradation","Carbohydrates-Degradation","Sugars-And-Polysaccharides-Degradation","GALACTOSE-DEGRADATION","Carbohydrates-Deg","Sugars&Polysaccharides-Deg","D-galactose degradation V (Leloir pathway)",0.73384030418251,"N","all_low",0.000331613339053766,201,0.625468164794007,"Carbohydrate metabolism"
"1582","PWYG-321","binary_outcome","Ub-1",-1.4903970227994,0.252246403615766,396,364,8.11636079953037e-09,7.82905599246735e-08,"Ub","Biosynthesis|Lipid-Biosynthesis|Fatty-acid-biosynthesis","Biosynthesis","Lipid-Biosynthesis","Fatty-acid-biosynthesis",NA,"Lipid-Syn","Fatty-Acid-Syn","mycolate biosynthesis",0.901140684410646,"N","variable",0.00111411445970659,120,0.777153558052434,"Lipid metabolism"
"1583","PYRIDNUCSYN-PWY","binary_outcome","Ub-1",-1.6323117217005,0.214230081572824,396,371,1.95936206745226e-13,4.64283620331079e-12,"Ub","Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN","Biosynthesis","Cofactor-Biosynthesis","NAD-Metabolism","NAD-SYN","Cofactor-Syn","Nad-Metabolism","NAD biosynthesis I (from aspartate)",0.920152091254753,"N","variable",0.000914566984818578,142,0.735955056179775,"Cofactor Syn"
"1584","PYRIDOXSYN-PWY","binary_outcome","Ub-1",-1.2604333676752,0.234025345626314,396,342,1.2489964067398e-07,8.20124146594207e-07,"Ub","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Vitamin-B6-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Vitamin-B6-Biosynthesis","Vitamin-Syn","Vitamin-B6-Syn","pyridoxal 5'-phosphate biosynthesis I",0.832699619771863,"N","all_low",0.000800520444424791,148,0.724719101123595,"Vitamin Syn"
"1585","SALVADEHYPOX-PWY","binary_outcome","Ub-1",-1.16083201814576,0.340630885438427,396,332,0.000722866593814003,0.0022132713125204,"Ub","Degradation|NUCLEO-DEG|Purine-Degradation|Adenosine-Nucleotides-Degradation","Degradation","NUCLEO-DEG","Purine-Degradation","Adenosine-Nucleotides-Degradation","Nucleo-Deg","Purine-Deg","adenosine nucleotides degradation II",0.813688212927757,"N","all_low",0.000576890585703062,167,0.689138576779026,"Nucleotide metabolism"
"1586","SER-GLYSYN-PWY","binary_outcome","Ub-1",-1.20032029311656,0.142673145901443,396,392,9.07819951223892e-16,3.53401338155015e-14,"Ub","Biosynthesis|Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",NA,NA,"Amino-Acid-Syn"," ","superpathway of L-serine and glycine biosynthesis I",0.984790874524715,"Y","conserved",0.00367266890826742,62,0.885767790262172,"Amino acid metabolism"
"1587","SO4ASSIM-PWY","binary_outcome","Ub-1",-1.91677648459874,0.259023512850662,396,370,8.58241828773602e-13,1.87096718672645e-11,"Ub","Degradation|Noncarbon-Nutrients|Sulfur-Metabolism|Sulfate-Reduction","Degradation","Noncarbon-Nutrients","Sulfur-Metabolism","Sulfate-Reduction","Noncarbon-Nutrients","Sulfur-Metabolism","sulfate reduction I (assimilatory)",0.908745247148289,"N","variable",0.00118876223742132,109,0.797752808988764,"Noncarbon Nutrients"
"1588","SULFATE-CYS-PWY","binary_outcome","Ub-1",-1.68657633760317,0.241245325510019,396,366,1.2533200158836e-11,2.27686469552188e-10,"Ub","Super-Pathways","Super-Pathways",NA,NA,NA,"Other Super-Pathways","Sulfate Assimilation","superpathway of sulfate assimilation and cysteine biosynthesis",0.897338403041825,"N","variable",0.00143394986413135,97,0.820224719101124,"Noncarbon Nutrients"
"1589","THISYNARA-PWY","binary_outcome","Ub-1",-1.38736252017395,0.299574947975346,396,203,5.09930705846709e-06,2.35518842954624e-05,"Ub","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Thiamine-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Thiamine-Biosynthesis","Vitamin-Syn","Thiamine-Syn","superpathway of thiamin diphosphate biosynthesis III (eukaryotes)",0.406844106463878,"N","all_low",0.000189171658727871,221,0.588014981273408,"Vitamin Syn"
"1590","THRESYN-PWY","binary_outcome","Ub-1",-0.584806975031799,0.113655858586514,396,395,4.30108942457396e-07,2.454548415071e-06,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|THREONINE-BIOSYNTHESIS","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","THREONINE-BIOSYNTHESIS","Amino-Acid-Syn","Threonine-Syn","superpathway of L-threonine biosynthesis",0.996197718631179,"Y","conserved",0.00679489163904313,32,0.941947565543071,"Amino acid metabolism"
"1591","TRNA-CHARGING-PWY","binary_outcome","Ub-1",-1.29593089519332,0.319825065189638,396,312,6.17517023883568e-05,0.000225870320816473,"Ub","Biosynthesis|Aminoacyl-tRNAs-Charging","Biosynthesis","Aminoacyl-tRNAs-Charging",NA,NA,"Aminoacyl-Trnas-Charging"," ","tRNA charging",0.726235741444867,"N","all_low",0.000814215453192706,147,0.726591760299625,"Aminoacyl Trnas Charging"
"1592","TRPSYN-PWY","binary_outcome","Ub-1",-1.83538201174153,0.217595478882296,396,374,7.40447317525374e-16,2.98921324482466e-14,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|TRYPTOPHAN-BIOSYNTHESIS","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","TRYPTOPHAN-BIOSYNTHESIS","Amino-Acid-Syn","Tryptophan-Syn","L-tryptophan biosynthesis",0.923954372623574,"N","variable",0.00146350227027498,94,0.825842696629214,"Amino acid metabolism"
"1593","UDPNAGSYN-PWY","binary_outcome","Ub-1",0.742204242626845,0.0694034709260244,396,394,1.41618280137099e-23,1.1025994667817e-21,"Ub","Biosynthesis|Polyamine-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis","Biosynthesis","Polyamine-Biosynthesis","UDP-NAc-Glucosamine-Biosynthesis",NA,"Polyamine-Syn","Udp-Nac-Glucosamine-Syn","UDP-N-acetyl-D-glucosamine biosynthesis I",0.996197718631179,"Y","conserved",0.0218696755834165,16,0.971910112359551,"Amine metabolism"
"1594","VALSYN-PWY","binary_outcome","Ub-1",-1.12321389415415,0.134174004260939,396,393,1.05396128914091e-15,3.96144070746065e-14,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|VALINE-BIOSYNTHESIS","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","VALINE-BIOSYNTHESIS","Amino-Acid-Syn","Valine-Syn","L-valine biosynthesis",0.988593155893536,"Y","conserved",0.00572937805875821,38.5,0.928838951310861,"Amino acid metabolism"
"1595","1CMET2-PWY","binary_outcome","Ub-2",0.435589205576168,0.147876335611901,396,387,0.00343152917766899,0.00966503050041138,"Ub","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|Folate-Biosynthesis","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","Folate-Biosynthesis","Vitamin-Syn","Folate-Syn","N10-formyl-tetrahydrofolate biosynthesis",0.977443609022556,"Y","conserved",0.0082256740528706,44,0.919475655430712,"Vitamin Syn"
"1596","ANAEROFRUCAT-PWY","binary_outcome","Ub-2",1.63092737863955,0.284285536086558,396,327,2.13524148427432e-08,1.80219493983561e-07,"Ub","Energy-Metabolism|Fermentation","Energy-Metabolism","Fermentation",NA,NA,"Fermentation"," ","homolactic fermentation",0.93984962406015,"N","all_low",0.00193408847456748,148,0.724719101123595,"Energy metabolism"
"1597","ANAGLYCOLYSIS-PWY","binary_outcome","Ub-2",1.4937134555066,0.255790531076186,396,374,1.20979037723511e-08,1.09889292598855e-07,"Ub","Energy-Metabolism|GLYCOLYSIS-VARIANTS","Energy-Metabolism","GLYCOLYSIS-VARIANTS",NA,NA,"Glycolysis-Variants"," ","glycolysis III (from glucose)",0.984962406015038,"Y","variable",0.00485108043003336,74,0.863295880149813,"Energy metabolism"
"1598","ARGININE-SYN4-PWY","binary_outcome","Ub-2",1.22088241107207,0.283961465490476,396,344,2.17066811821609e-05,8.57256611904181e-05,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|Other-Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","Other-Amino-Acid-Biosynthesis",NA,"Amino-Acid-Syn","Other-Amino-Acid-Syn","L-ornithine de novo  biosynthesis",0.947368421052632,"N","all_low",0.00169774899314313,153,0.715355805243446,"Amino acid metabolism"
"1599","ARGORNPROST-PWY","binary_outcome","Ub-2",1.31925223077019,0.291943735752289,396,269,8.58940958486515e-06,3.58746053672771e-05,"Ub","Activation-Inactivation-Interconversion|Interconversion","Activation-Inactivation-Interconversion","Interconversion",NA,NA,"Interconversion"," ","arginine, ornithine and proline interconversion",0.827067669172932,"N","all_low",0.000658659508355495,210,0.608614232209738,"Amino acid metabolism"
"1600","ARGSYN-PWY","binary_outcome","Ub-2",1.05554362515189,0.154248069655138,396,387,3.28743061543321e-11,5.59890526690969e-10,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ARGININE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ARGININE-SYN","Amino-Acid-Syn","Arginine-Syn","L-arginine biosynthesis I (via L-ornithine)",0.984962406015038,"Y","conserved",0.00747553817233407,50,0.908239700374532,"Amino acid metabolism"
"1601","ARGSYNBSUB-PWY","binary_outcome","Ub-2",1.10414597805501,0.175393796219619,396,388,8.43204144834255e-10,1.10734038297511e-08,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|IND-AMINO-ACID-SYN|ARGININE-SYN","Biosynthesis","Amino-Acid-Biosynthesis","IND-AMINO-ACID-SYN","ARGININE-SYN","Amino-Acid-Syn","Arginine-Syn","L-arginine biosynthesis II (acetyl cycle)",0.984962406015038,"Y","conserved",0.00609995998283099,65,0.880149812734082,"Amino acid metabolism"
"1602","ARO-PWY","binary_outcome","Ub-2",1.04975444799838,0.15866529981904,396,389,1.33086145533084e-10,2.04315350184593e-09,"Ub","Biosynthesis|AROMATIC-COMPOUNDS-BIOSYN|Chorismate-Biosynthesis","Biosynthesis","AROMATIC-COMPOUNDS-BIOSYN","Chorismate-Biosynthesis",NA,"Aromatic-Compounds-Syn","Chorismate-Syn","chorismate biosynthesis I",0.992481203007519,"Y","conserved",0.00990565972324136,21,0.962546816479401,"Aromatic Compounds Syn"
"1603","ASPASN-PWY","binary_outcome","Ub-2",1.48563292360071,0.259379706006345,396,365,2.1427263802586e-08,1.80219493983561e-07,"Ub","Biosynthesis|Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",NA,NA,"Amino-Acid-Syn"," ","superpathway of L-aspartate and L-asparagine biosynthesis",0.969924812030075,"Y","variable",0.00157297420465718,164,0.694756554307116,"Amino acid metabolism"
"1604","BIOTIN-BIOSYNTHESIS-PWY","binary_outcome","Ub-2",1.08979860235477,0.268774234978195,396,216,6.08412940553742e-05,0.000223289597711643,"Ub","Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis|BIOTIN-SYN","Biosynthesis","Cofactor-Biosynthesis","Vitamin-Biosynthesis","BIOTIN-SYN","Vitamin-Syn","Biotin-Syn","biotin biosynthesis I",0.691729323308271,"N","all_low",0.00122554475993877,183,0.659176029962547,"Vitamin Syn"
"1605","BRANCHED-CHAIN-AA-SYN-PWY","binary_outcome","Ub-2",0.979030009659803,0.133063999926607,396,392,1.14807879739856e-12,2.40654978685468e-11,"Ub","Biosynthesis|Amino-Acid-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis",NA,NA,"Amino-Acid-Syn"," ","superpathway of branched amino acid biosynthesis",0.992481203007519,"Y","conserved",0.0100726059394886,18,0.968164794007491,"Amino acid metabolism"
"1606","CALVIN-PWY","binary_outcome","Ub-2",1.30480600873151,0.224182731862539,396,366,1.24688077359498e-08,1.11401642886764e-07,"Ub","Biosynthesis|Carbohydrates-Biosynthesis|CARBO-BIOSYNTHESIS","Biosynthesis","Carbohydrates-Biosynthesis","CARBO-BIOSYNTHESIS",NA,"Carbohydrates-Syn","Carbo-Syn","Calvin-Benson-Bassham cycle",0.969924812030075,"Y","variable",0.00454977899472167,76,0.859550561797753,"Carbohydrate metabolism"
"1607","CITRULBIO-PWY","binary_outcome","Ub-2",1.02468653529071,0.221421576921414,396,382,5.17876772070287e-06,2.37178857796896e-05,"Ub","Biosynthesis|Amino-Acid-Biosynthesis|Other-Amino-Acid-Biosynthesis|Citrulline-Biosynthesis","Biosynthesis","Amino-Acid-Biosynthesis","Other-Amino-Acid-Biosynthesis","Citrulline-Biosynthesis","Amino-Acid-Syn","Other-Amino-Acid-Syn","L-citrulline biosynthesis",0.977443609022556,"Y","conserved",0.00385990842845573,94,0.825842696629214,"Amino acid metabolism"
