"","Site","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"657","Ll","Currently_use_hair_loss_treatment_product_Yes","1",19,"0","Currently_use_hair_loss_treatment_product_Yes1",-16.7006972232955,0.991095303383859,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.991095303383859
"658","Ll","Itchy_scalp_Yes","1",11,"0","Itchy_scalp_Yes1",-15.650372115895,0.989531787601832,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinSubclinical",0.991095303383859
"659","Ll","Routinely_shave_bikine_line_last_time_Today","1",11,"0","Routinely_shave_bikine_line_last_time_Today1",-15.650372115894,0.98953178760191,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.991095303383859
"660","Ll","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",-14.7418967680497,0.990517874100076,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinSubclinical",0.991095303383859
"661","Ll","Irritation_burning_1_to_10","NotApplicable",999,"NotApplicable","Irritation_burning_1_to_10",-13.8372088308407,0.990403987941658,"Irritation_burning_1_to_10","SkinIrritation","General","Numeric","Irritation burning 1 to 10","SkinSubclinical",0.991095303383859
"662","Ll","Hair_wash_last_time_Yesterday_morning","1",17,"0","Hair_wash_last_time_Yesterday_morning1",-0.84548790481163,0.422739209512882,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday morning)","SkinBehavior",0.991095303383859
"663","Ll","Itchy_other_site_Yes","1",15,"0","Itchy_other_site_Yes1",-0.699377730286249,0.508926051105045,"Itchy_other_site","SkinItch","Other_site","Character","Itchy other site","SkinSubclinical",0.991095303383859
"664","Ll","Ethnicity_South_Asian","1",40,"0","Ethnicity_South_Asian1",-0.636847135870006,0.323031505483051,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South Asian)","Demographic",0.991095303383859
"665","Ll","Routine_cosmetic_use_on_face_Yes","1",40,"0","Routine_cosmetic_use_on_face_Yes1",-0.636847135869998,0.323031505483057,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.991095303383859
"666","Ll","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",-0.61903920840139,0.559746059055481,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.991095303383859
"667","Ll","Current_or_past_acne_severity_Severe","1",14,"0","Current_or_past_acne_severity_Severe1",-0.619039208401389,0.559746059055482,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.991095303383859
"668","Ll","Hair_covering_frequency_Daily","1",27,"0","Hair_covering_frequency_Daily1",-0.612824791719169,0.425816927290658,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.991095303383859
"669","Ll","Current_skin_condition_severity_Mild","1",16,"0","Current_skin_condition_severity_Mild1",0.570544857930762,0.402304855256427,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.991095303383859
"670","Ll","Routinely_shave_bikine_line_Yes","1",47,"0","Routinely_shave_bikine_line_Yes1",-0.495440704926474,0.38907736292925,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.991095303383859
"671","Ll","Face_wash_last_time_Yesterday_evening","1",17,"0","Face_wash_last_time_Yesterday_evening1",0.490206336105058,0.469158501627644,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.991095303383859
"672","Ll","Itchy_legs_Yes","1",24,"0","Itchy_legs_Yes1",-0.465057205310335,0.547409059431135,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinSubclinical",0.991095303383859
"673","Ll","Antibiotic_use_in_the_last_month_Yes","1",12,"0","Antibiotic_use_in_the_last_month_Yes1",-0.439638870396878,0.680464316417262,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.991095303383859
"674","Ll","Hair_chemical_treatment_location_Non-professional","``1",44,"0","`Hair_chemical_treatment_location_Non-professional`1",0.421759816412374,0.385299954289243,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.991095303383859
"675","Ll","Suffered_from_dry_skin_in_the_last_year_Yes","1",52,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",0.390197633849066,0.403226092810564,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinSubclinical",0.991095303383859
"676","Ll","Itchy_skin_in_the_last_week_Yes","1",45,"0","Itchy_skin_in_the_last_week_Yes1",0.387765529511123,0.424110308058709,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinSubclinical",0.991095303383859
"677","Ll","Hair_chemical_treatment_Yes","1",83,"0","Hair_chemical_treatment_Yes1",0.372049104385976,0.393920181146859,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.991095303383859
"678","Ll","Body_odor_overall_Yes","1",43,"0","Body_odor_overall_Yes1",-0.367724711856107,0.523943521304927,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinSubclinical",0.991095303383859
"679","Ll","History_of_skin_medical_treatment_Yes","1",46,"0","History_of_skin_medical_treatment_Yes1",0.354409936045964,0.464462696483056,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.991095303383859
"680","Ll","Face_wash_last_time_This_morning","1",179,"0","Face_wash_last_time_This_morning1",-0.344096161401469,0.60789987653891,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.991095303383859
"681","Ll","Body_odor_underarm_Yes","1",41,"0","Body_odor_underarm_Yes1",-0.300374871379561,0.603386171769921,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinSubclinical",0.991095303383859
"682","Ll","Sensitive_other_site_Yes","1",13,"0","Sensitive_other_site_Yes1",0.297959654991404,0.710097662160912,"Sensitive_other_site","SkinSensitivity","Other_site","Character","Sensitive other site","SkinSubclinical",0.991095303383859
"683","Ll","Gender_Female","1",103,"0","Gender_Female1",-0.282123410460739,0.518456106420305,"Gender","Demographic","Demographics","Character","Gender (Female)","Demographic",0.991095303383859
"684","Ll","Routinely_use_underarm_whitening_product_Yes","1",77,"0","Routinely_use_underarm_whitening_product_Yes1",-0.273293327508854,0.552341771573245,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.991095303383859
"685","Ll","Ethnicity_South_East_Asian","1",40,"0","Ethnicity_South_East_Asian1",-0.265703148779762,0.646176587407644,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South East Asian)","Demographic",0.991095303383859
"686","Ll","Routinely_shave_bikine_line_last_time_Yesterday","1",30,"0","Routinely_shave_bikine_line_last_time_Yesterday1",-0.251314411342966,0.699777441015176,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.991095303383859
"687","Ll","Itchy_trunk_Yes","1",20,"0","Itchy_trunk_Yes1",-0.238411006527413,0.759661979208832,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinSubclinical",0.991095303383859
"688","Ll","Hair_length_>_5cm","``1",125,"0","`Hair_length_>_5cm`1",-0.229923237084476,0.603804380807492,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.991095303383859
"689","Ll","Healthy_scalp_Yes","1",125,"0","Healthy_scalp_Yes1",-0.229923237084476,0.603804380807492,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinSubclinical",0.991095303383859
"690","Ll","Routinely_wax_underarms_last_time_Yesterday","1",10,"0","Routinely_wax_underarms_last_time_Yesterday1",-0.226773302473046,0.833268539536567,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.991095303383859
"691","Ll","Routinely_use_underarm_deodorant_Yes","1",50,"0","Routinely_use_underarm_deodorant_Yes1",0.22669401189665,0.638303008763492,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.991095303383859
"692","Ll","Routinely_use_underarm_antiperspirant_Yes","1",28,"0","Routinely_use_underarm_antiperspirant_Yes1",0.223143551010465,0.705368624087091,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.991095303383859
"693","Ll","Sensitive_legs_Yes","1",21,"0","Sensitive_legs_Yes1",0.213574100063246,0.748276283446145,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinSubclinical",0.991095303383859
"694","Ll","Hair_length_<_5cm","``1",66,"0","`Hair_length_<_5cm`1",0.208297042375235,0.64456247298405,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.991095303383859
"695","Ll","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",22,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",0.153075988501522,0.817499883061313,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.991095303383859
"696","Ll","Routinely_use_moisturizers_Yes","1",97,"0","Routinely_use_moisturizers_Yes1",-0.144064565581026,0.741553910403194,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.991095303383859
"697","Ll","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.13855505219169,0.715966783976668,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinSubclinical",0.991095303383859
"698","Ll","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",0.131611041261981,0.45061968742913,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinSubclinical",0.991095303383859
"699","Ll","Routinely_remove_body_hair_Yes","1",96,"0","Routinely_remove_body_hair_Yes1",-0.121068970787122,0.781667049722439,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.991095303383859
"700","Ll","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",-0.105389981063123,0.76309950796281,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinSubclinical",0.991095303383859
"701","Ll","Body_wash_last_time_This_morning","1",127,"0","Body_wash_last_time_This_morning1",-0.0805388622385081,0.85807257279588,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.991095303383859
"702","Ll","Hair_wash_last_time_This_morning","1",71,"0","Hair_wash_last_time_This_morning1",0.0805388622385056,0.858072572795884,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.991095303383859
"703","Ll","Body_wash_last_time_Yesterday_evening","1",71,"0","Body_wash_last_time_Yesterday_evening1",0.080538862238503,0.858072572795888,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.991095303383859
"704","Ll","Hair_chemical_treatment_location_Professional","1",39,"0","Hair_chemical_treatment_location_Professional1",0.0802808310884903,0.881326447963446,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.991095303383859
"705","Ll","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",0.0794372125963977,0.584336896828085,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinSubclinical",0.991095303383859
"706","Ll","Routinely_shave_underarms_Yes","1",63,"0","Routinely_shave_underarms_Yes1",0.078643127099068,0.865034522313757,"Routinely_shave_underarms","SkinBehavior","Underarm","Character","Routinely shave underarms","SkinBehavior",0.991095303383859
"707","Ll","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",0.0760690851074346,0.8065128038363,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinSubclinical",0.991095303383859
"708","Ll","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",0.0641824033642437,0.775429875483316,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinSubclinical",0.991095303383859
"709","Ll","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",0.0632851561918377,0.680316941079649,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.991095303383859
"710","Ll","Hair_chemical_treatment_last_time_>_1_week_ago","``1",72,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",0.0555698509842716,0.901758226612838,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.991095303383859
"711","Ll","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",-0.0541705006045014,0.811926210808443,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinSubclinical",0.991095303383859
"712","Ll","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.0418206680002805,0.800042206686284,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinSubclinical",0.991095303383859
"713","Ll","Swimming_regularly_Yes","1",24,"0","Swimming_regularly_Yes1",0.0400053345178767,0.951638980739632,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.991095303383859
"714","Ll","Topical_antimicrobial_use_in_the_last_month_Yes","1",24,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",0.0400053345178753,0.951638980739634,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.991095303383859
"715","Ll","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",0.0387413043241722,0.705529239208754,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinSubclinical",0.991095303383859
"716","Ll","Sensitive_scalp_Yes","1",16,"0","Sensitive_scalp_Yes1",0.038221212731178,0.961382313516328,"Sensitive_scalp","SkinSensitivity","Scalp","Character","Sensitive scalp","SkinSubclinical",0.991095303383859
"717","Ll","Currently_have_acne_Yes","1",17,"0","Currently_have_acne_Yes1",-0.0370412714848413,0.962430842026276,"Currently_have_acne","SkinCondition","General","Character","Currently have acne","SkinDisease",0.991095303383859
"718","Ll","Itchy_skin_overall_Yes","1",59,"0","Itchy_skin_overall_Yes1",-0.0345258687021731,0.942496860318998,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinSubclinical",0.991095303383859
"719","Ll","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",-0.017581980881972,0.380946172441354,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.991095303383859
"720","Ll","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.00770720933931336,0.909590700458449,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.991095303383859
"721","Ll","Age","NotApplicable",999,"NotApplicable","Age",0.00590792218930394,0.762092963015966,"Age","Demographic","Demographics","Numeric","Age","Demographic",0.991095303383859
"722","Ll","Ever_have_had_itchy_skin_Yes","1",91,"0","Ever_have_had_itchy_skin_Yes1",-0.00578593704702412,0.989436182074312,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.991095303383859
"723","Vf","Ethnicity_South_Asian","1",40,"0","Ethnicity_South_Asian1",-16.8037229258379,0.987000309074382,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South Asian)","Demographic",0.992332139374416
"724","Vf","Itchy_legs_Yes","1",24,"0","Itchy_legs_Yes1",-16.6909274316941,0.98999789397965,"Itchy_legs","SkinItch","Legs","Character","Itchy legs","SkinSubclinical",0.992332139374416
"725","Vf","Current_or_past_acne_severity_Severe","1",14,"0","Current_or_past_acne_severity_Severe1",-15.6263888870541,0.988208452380647,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.992332139374416
"726","Vf","Antibiotic_use_in_the_last_month_Yes","1",12,"0","Antibiotic_use_in_the_last_month_Yes1",-15.6139663670468,0.989091769480645,"Antibiotic_use_in_the_last_month","SkinTreatment","General","Character","Antibiotic use in the last month","SkinDisease",0.992332139374416
"727","Vf","Routinely_shave_bikine_line_last_time_Today","1",11,"0","Routinely_shave_bikine_line_last_time_Today1",-15.6078125014787,0.989560253233553,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Today)","SkinBehavior",0.992332139374416
"728","Vf","Itchy_scalp_Yes","1",11,"0","Itchy_scalp_Yes1",-0.293761016315589,0.784236358351063,"Itchy_scalp","SkinItch","Scalp","Character","Itchy scalp","SkinSubclinical",0.992332139374416
"729","Vf","Hair_chemical_treatment_last_time_<_1_week_ago","``1",11,"0","`Hair_chemical_treatment_last_time_<_1_week_ago`1",-0.293761016315573,0.784236358351072,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (< 1 week ago)","SkinBehavior",0.992332139374416
"730","Vf","Currently_have_skin_conditions_not_described_above_Yes","1",169,"0","Currently_have_skin_conditions_not_described_above_Yes1",-0.274436844602564,0.643187700667265,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.992332139374416
"731","Vf","Routinely_wax_underarms_Yes","1",14,"0","Routinely_wax_underarms_Yes1",0.251314427653911,0.752874472808195,"Routinely_wax_underarms","SkinBehavior","Underarm","Character","Routinely wax underarms","SkinBehavior",0.992332139374416
"732","Vf","Sensitive_skin_overall_Yes","1",68,"0","Sensitive_skin_overall_Yes1",0.225561929473465,0.621048694224171,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinSubclinical",0.992332139374416
"733","Vf","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",22,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",0.201866152164771,0.761514028509073,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.992332139374416
"734","Vf","Current_or_past_acne_severity_Mild","1",76,"0","Current_or_past_acne_severity_Mild1",-0.184677264960652,0.690959698173533,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.992332139374416
"735","Vf","Routinely_wax_underarms_last_time_Yesterday","1",10,"0","Routinely_wax_underarms_last_time_Yesterday1",-0.182321540118974,0.865715313924243,"Routinely_wax_underarms_last_time","SkinBehavior","Underarm","Character","Routinely wax underarms last time (Yesterday)","SkinBehavior",0.992332139374416
"736","Vf","Routinely_remove_body_hair_Yes","1",96,"0","Routinely_remove_body_hair_Yes1",0.156004246033699,0.72539457308381,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.992332139374416
"737","Vf","Hair_chemical_treatment_last_time_>_1_week_ago","``1",71,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",0.149531732497518,0.74276684159891,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.992332139374416
"738","Vf","Routinely_shave_bikine_line_Yes","1",47,"0","Routinely_shave_bikine_line_Yes1",0.135323185822495,0.789677226360255,"Routinely_shave_bikine_line","SkinBehavior","Pubic","Character","Routinely shave bikine line","SkinBehavior",0.992332139374416
"739","Vf","Age_when_itchy_skin_began_Over_10_years_old","1",80,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.133531391167718,0.765721704013997,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinSubclinical",0.992332139374416
"740","Vf","Body_sites_affected_by_eczema_Hands_and_feet","1",19,"0","Body_sites_affected_by_eczema_Hands_and_feet1",-0.128342790569665,0.869765926032895,"Body_sites_affected_by_eczema","SkinCondition","General","Character","Body sites affected by eczema (Hands and feet)","SkinDisease",0.992332139374416
"741","Vf","History_of_skin_medical_treatment_Yes","1",46,"0","History_of_skin_medical_treatment_Yes1",-0.104156781539645,0.84596402093405,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.992332139374416
"742","Vf","Ever_have_had_itchy_skin_Yes","1",90,"0","Ever_have_had_itchy_skin_Yes1",-0.10109611548356,0.82118056535736,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinSubclinical",0.992332139374416
"743","Vf","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",0.0979169357561903,0.825660124754838,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.992332139374416
"744","Vf","Swimming_regularly_Yes","1",24,"0","Swimming_regularly_Yes1",0.0887954983158772,0.893205944651133,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.992332139374416
"745","Vf","Hair_chemical_treatment_Yes","1",82,"0","Hair_chemical_treatment_Yes1",0.0859424289487764,0.847836085539698,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.992332139374416
"746","Vf","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",0.0760448914802554,0.749106779849389,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinSubclinical",0.992332139374416
"747","Vf","Routinely_use_underarm_deodorant_Yes","1",49,"0","Routinely_use_underarm_deodorant_Yes1",0.072543332153641,0.886075892538814,"Routinely_use_underarm_deodorant","SkinBehavior","Underarm","Character","Routinely use underarm deodorant","SkinBehavior",0.992332139374416
"748","Vf","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-0.0701656622106618,0.78274529779061,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinSubclinical",0.992332139374416
"749","Vf","Currently_have_a_skin_condition_Yes","1",36,"0","Currently_have_a_skin_condition_Yes1",-0.0680534620239622,0.907212686245939,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.992332139374416
"750","Vf","Hair_covering_frequency_Daily","1",27,"0","Hair_covering_frequency_Daily1",-0.0645385199437286,0.921747807571624,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.992332139374416
"751","Vf","Hair_wash_last_time_This_morning","1",71,"0","Hair_wash_last_time_This_morning1",-0.0622131836771134,0.893644611188674,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.992332139374416
"752","Vf","Creases_affected_by_itchy_skin_Yes","1",25,"0","Creases_affected_by_itchy_skin_Yes1",0.0357180823367976,0.956828993804593,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinSubclinical",0.992332139374416
"753","Vf","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.0218038360871977,0.76013880677653,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.992332139374416
"754","Vf","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.0149351498857946,0.895551681458663,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinSubclinical",0.992332139374416
"755","Vf","Hair_wash_last_time_Yesterday_morning","1",17,"0","Hair_wash_last_time_Yesterday_morning1",0.00947874386858582,0.990399630261152,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday morning)","SkinBehavior",0.992332139374416
"756","Vf","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.00830391262751842,0.964362122057647,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinSubclinical",0.992332139374416
"757","Vf","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",-0.00665159633109034,0.96615542781653,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinSubclinical",0.992332139374416
"758","Vf","Irritation_hot_flashes_1_to_10","NotApplicable",999,"NotApplicable","Irritation_hot_flashes_1_to_10",-0.00261611062780306,0.992332139374416,"Irritation_hot_flashes_1_to_10","SkinIrritation","General","Numeric","Irritation hot flashes 1 to 10","SkinSubclinical",0.992332139374416
"759","Vf","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",0.000519316692327196,0.972365332462721,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.992332139374416
"760","Ax","Hair_chemical_treatment_location_Professional","1",40,"0","Hair_chemical_treatment_location_Professional1",-16.8988403119285,0.9920704371466,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.994144749164342
"761","Ax","Sensitive_face_Yes","1",38,"0","Sensitive_face_Yes1",-16.8850469898085,0.992277520056997,"Sensitive_face","SkinSensitivity","Face","Character","Sensitive face","SkinSubclinical",0.994144749164342
"762","Ax","Ethnicity_South_Asian","1",38,"0","Ethnicity_South_Asian1",-16.8850469897947,0.992277520056998,"Ethnicity","Demographic","Demographics","Character","Ethnicity (South Asian)","Demographic",0.994144749164342
"763","Ax","Routinely_shave_bikine_line_last_time_Yesterday","1",29,"0","Routinely_shave_bikine_line_last_time_Yesterday1",-16.8252284945848,0.993277600297403,"Routinely_shave_bikine_line_last_time","SkinBehavior","Pubic","Character","Routinely shave bikine line last time (Yesterday)","SkinBehavior",0.994144749164342
"764","Ax","Currently_have_skin_conditions_not_described_above_Yes","1",169,"0","Currently_have_skin_conditions_not_described_above_Yes1",15.79974940494,0.990336680994891,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.994144749164342
"765","Ax","Topical_antimicrobial_use_in_the_last_month_Yes","1",22,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-15.7810572676224,0.990945700666288,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.994144749164342
"766","Ax","Currently_use_hair_loss_treatment_product_Yes","1",20,"0","Currently_use_hair_loss_treatment_product_Yes1",-15.7687871750346,0.991373759481728,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.994144749164342
"767","Ax","Face_wash_last_time_This_morning","1",175,"0","Face_wash_last_time_This_morning1",15.7627081348373,0.991595413762302,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.994144749164342
