"Taxa","Taxa_category","Predictor","Category","Count","ReferenceGroup","Term","EffectSize","p_Value","New_column_names","Column_Category","Column_Subcategory","Data_type","Formatted_Predictor","Column_Category_2","PValue"
"s__Polyomavirus_HPyV7","Eukaryotic virus","Currently_use_hair_loss_treatment_product_Yes","1",4,"0","Currently_use_hair_loss_treatment_product_Yes1",-1.29166666666666,0.235761030138602,"Currently_use_hair_loss_treatment_product","SkinTreatment","Scalp","Character","Currently use hair loss treatment product","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Face_wash_last_time_This_morning","1",26,"0","Face_wash_last_time_This_morning1",1.1923076923077,0.424011483284369,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Ethnicity_South_East_Asian","1",3,"0","Ethnicity_South_East_Asian1",1.18666666666667,0.337954302044545,"Ethnicity","Demographics","Demographics","Character","Ethnicity (South East Asian)","Demographics",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_covering_frequency_Daily","1",3,"0","Hair_covering_frequency_Daily1",0.813333333333334,0.513366375925377,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Daily)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Body_odor_overall_Yes","1",3,"0","Body_odor_overall_Yes1",0.813333333333334,0.513366375925377,"Body_odor_overall","BodyOdour","General","Character","Body odor overall","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Body_odor_underarm_Yes","1",3,"0","Body_odor_underarm_Yes1",0.813333333333334,0.513366375925377,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",0.813333333333334,0.513366375925377,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_skin_in_the_last_week_Yes","1",10,"0","Itchy_skin_in_the_last_week_Yes1",-0.788888888888889,0.323442503310149,"Itchy_skin_in_the_last_week","SkinItch","General","Character","Itchy skin in the last week","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_wash_last_time_Yesterday_evening","1",9,"0","Hair_wash_last_time_Yesterday_evening1",-0.730994152046784,0.373365076105617,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (Yesterday evening)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Routine_cosmetic_use_on_face_Yes","1",5,"0","Routine_cosmetic_use_on_face_Yes1",0.721739130434782,0.472245461391068,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Topical_antimicrobial_use_in_the_last_month_Yes","1",4,"0","Topical_antimicrobial_use_in_the_last_month_Yes1",-0.708333333333333,0.519623464109079,"Topical_antimicrobial_use_in_the_last_month","SkinTreatment","General","Character","Topical antimicrobial use in the last month","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Routinely_use_underarm_antiperspirant_Yes","1",3,"0","Routinely_use_underarm_antiperspirant_Yes1",-0.68,0.585228435258957,"Routinely_use_underarm_antiperspirant","SkinBehavior","Underarm","Character","Routinely use underarm antiperspirant","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_arms_Yes","1",6,"0","Itchy_arms_Yes1",0.5,0.594515100130983,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_trunk_Yes","1",6,"0","Itchy_trunk_Yes1",0.5,0.594515100130983,"Itchy_trunk","SkinItch","Trunk","Character","Itchy trunk","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Currently_have_skin_conditions_not_described_above_Yes","1",23,"0","Currently_have_skin_conditions_not_described_above_Yes1",-0.478260869565217,0.634804798918119,"Currently_have_skin_conditions_not_described_above","SkinCondition","General","Character","Currently have skin conditions not described above","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Gender_Female","1",10,"0","Gender_Female1",0.455555555555556,0.571017334007123,"Gender","Demographics","Demographics","Character","Gender (Female)","Demographics",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Gender_Male","1",18,"0","Gender_Male1",-0.455555555555555,0.571017334007123,"Gender","Demographics","Demographics","Character","Gender (Male)","Demographics",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_length_<_5cm","``1",15,"0","`Hair_length_<_5cm`1",-0.446153846153846,0.563541239315854,"Hair_length","SkinBehavior","Scalp","Character","Hair length (< 5cm)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Irritation_tingling_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tingling_1_to_10",-0.416666666666667,0.420613160604744,"Irritation_tingling_1_to_10","SkinIrritation","General","Numeric","Irritation tingling 1 to 10","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Current_or_past_acne_severity_Severe","1",4,"0","Current_or_past_acne_severity_Severe1",-0.416666666666666,0.705601268215455,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Severe)","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Age_when_itchy_skin_began_Over_10_years_old","1",15,"0","Age_when_itchy_skin_began_Over_10_years_old1",0.415384615384616,0.59090842537853,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Body_wash_last_time_This_morning","1",19,"0","Body_wash_last_time_This_morning1",0.403508771929825,0.625036434320803,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (This morning)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Body_wash_last_time_Yesterday_evening","1",9,"0","Body_wash_last_time_Yesterday_evening1",-0.403508771929825,0.625036434320804,"Body_wash_last_time","SkinBehavior","Body","Character","Body wash last time (Yesterday evening)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Ever_had_acne_Yes","1",14,"0","Ever_had_acne_Yes1",-0.357142857142857,0.643365836026933,"Ever_had_acne","SkinCondition","General","Character","Ever had acne","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Ethnicity_East_Asian","1",22,"0","Ethnicity_East_Asian1",0.348484848484849,0.711033660951266,"Ethnicity","Demographics","Demographics","Character","Ethnicity (East Asian)","Demographics",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","History_of_skin_medical_treatment_Yes","1",7,"0","History_of_skin_medical_treatment_Yes1",0.333333333333334,0.708431872056875,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Ever_have_had_itchy_skin_Yes","1",16,"0","Ever_have_had_itchy_skin_Yes1",0.333333333333334,0.668966639115813,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",0.310185185185185,0.226802490969945,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Sensitive_trunk_Yes","1",3,"0","Sensitive_trunk_Yes1",-0.306666666666667,0.806026694722913,"Sensitive_trunk","SkinSensitivity","Trunk","Character","Sensitive trunk","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_wash_last_time_>_2_days_ago","``1",3,"0","`Hair_wash_last_time_>_2_days_ago`1",-0.306666666666666,0.806026694722913,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (> 2 days ago)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Current_skin_condition_severity_Mild","1",3,"0","Current_skin_condition_severity_Mild1",-0.306666666666666,0.806026694722913,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Mild)","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Current_skin_condition_severity_Moderate","1",3,"0","Current_skin_condition_severity_Moderate1",-0.306666666666666,0.806026694722913,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Moderate)","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",0.268872876674328,0.349495462302669,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_chemical_treatment_last_time_>_1_week_ago","``1",7,"0","`Hair_chemical_treatment_last_time_>_1_week_ago`1",-0.238095238095239,0.789518125814335,"Hair_chemical_treatment_last_time","SkinBehavior","Scalp","Character","Hair chemical treatment last time (> 1 week ago)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_chemical_treatment_location_Non-professional","``1",7,"0","`Hair_chemical_treatment_location_Non-professional`1",-0.238095238095238,0.789518125814335,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Creases_affected_by_itchy_skin_Yes","1",5,"0","Creases_affected_by_itchy_skin_Yes1",0.234782608695652,0.815934434026257,"Creases_affected_by_itchy_skin","SkinItch","General","Character","Creases affected by itchy skin","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",0.20414201183432,0.266996143039758,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_chemical_treatment_Yes","1",8,"0","Hair_chemical_treatment_Yes1",0.2,0.815067819938832,"Hair_chemical_treatment","SkinBehavior","Scalp","Character","Hair chemical treatment","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Suffered_from_dry_skin_in_the_last_year_Yes","1",8,"0","Suffered_from_dry_skin_in_the_last_year_Yes1",0.2,0.815067819938832,"Suffered_from_dry_skin_in_the_last_year","SkinDry","General","Character","Suffered from dry skin in the last year","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Irritation_general_1_to_10","NotApplicable",999,"NotApplicable","Irritation_general_1_to_10",0.170100058858152,0.515317887215337,"Irritation_general_1_to_10","SkinIrritation","General","Numeric","Irritation general 1 to 10","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_wash_last_time_This_morning","1",13,"0","Hair_wash_last_time_This_morning1",0.158974358974359,0.837400713304606,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (This morning)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_skin_overall_Yes","1",10,"0","Itchy_skin_overall_Yes1",0.144444444444444,0.857835633283779,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Currently_have_a_skin_condition_Yes","1",7,"0","Currently_have_a_skin_condition_Yes1",0.142857142857143,0.872810163110826,"Currently_have_a_skin_condition","SkinCondition","General","Character","Currently have a skin condition","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Sensitive_legs_Yes","1",4,"0","Sensitive_legs_Yes1",-0.125,0.909882720362627,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",0.114035087719298,0.721670567001632,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Current_or_past_acne_severity_Mild","1",9,"0","Current_or_past_acne_severity_Mild1",0.0877192982456145,0.915576636789261,"Current_or_past_acne_severity","SkinCondition","General","Character","Current or past acne severity (Mild)","SkinDisease",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Healthy_scalp_Yes","1",19,"0","Healthy_scalp_Yes1",0.0760233918128662,0.926801023200304,"Healthy_scalp","SkinHealth","Scalp","Character","Healthy scalp","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Swimming_regularly_Yes","1",6,"0","Swimming_regularly_Yes1",0.0757575757575759,0.935892796473534,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",6,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",0.0757575757575759,0.935892796473534,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Sensitive_skin_overall_Yes","1",6,"0","Sensitive_skin_overall_Yes1",0.0757575757575756,0.935892796473535,"Sensitive_skin_overall","SkinSensitivity","General","Character","Sensitive skin overall","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Sensitive_arms_Yes","1",3,"0","Sensitive_arms_Yes1",0.0666666666666674,0.957451937906514,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Age","NotApplicable",999,"NotApplicable","Age",0.0536543164689637,0.21729366185644,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","TEWL_cheek","NotApplicable",999,"NotApplicable","TEWL_cheek",-0.0525287343703747,0.795967618160448,"TEWL_cheek","SkinPhysio","Cheek","Numeric","TEWL cheek","SkinPhysio",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_affecting_sleep_1_to_10",0.0440414507772021,0.844669171766711,"Itchy_skin_in_the_last_week_affecting_sleep_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week affecting sleep 1 to 10","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Hair_length_>_5cm","``1",12,"0","`Hair_length_>_5cm`1",-0.0416666666666665,0.957451937906514,"Hair_length","SkinBehavior","Scalp","Character","Hair length (> 5cm)","SkinBehavior",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",-0.0392361521747559,0.965760035879663,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",-0.0197888294831703,0.526625449874659,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Sensitive_total_areas","NotApplicable",999,"NotApplicable","Sensitive_total_areas",0.0161290322580645,0.964975567671326,"Sensitive_total_areas","SkinSensitivity","General","Numeric","Sensitive total areas","SkinDiscomfort",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Surface_hydration_forearm","NotApplicable",999,"NotApplicable","Surface_hydration_forearm",0.0148918872289581,0.59384718218413,"Surface_hydration_forearm","SkinPhysio","Forearm","Numeric","Surface hydration forearm","SkinPhysio",0.978467404772816
"s__Polyomavirus_HPyV7","Eukaryotic virus","Itchy_skin_in_the_last_week_severity_1_to_10","NotApplicable",999,"NotApplicable","Itchy_skin_in_the_last_week_severity_1_to_10",0.00845253576072824,0.951148955959978,"Itchy_skin_in_the_last_week_severity_1_to_10","SkinItch","General","Numeric","Itchy skin in the last week severity 1 to 10","SkinDiscomfort",0.978467404772816
"s__Malassezia_slooffiae","Fungi","Sensitive_legs_Yes","1",5,"0","Sensitive_legs_Yes1",-1.08148148148148,0.305048228035569,"Sensitive_legs","SkinSensitivity","Legs","Character","Sensitive legs","SkinDiscomfort",0.979151699762666
"s__Malassezia_slooffiae","Fungi","Hair_wash_last_time_>_2_days_ago","``1",5,"0","`Hair_wash_last_time_>_2_days_ago`1",1.05185185185185,0.318725643621956,"Hair_wash_last_time","SkinBehavior","Scalp","Character","Hair wash last time (> 2 days ago)","SkinBehavior",0.979151699762666
"s__Malassezia_slooffiae","Fungi","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.156521739130435,0.318793576666915,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.979151699762666
"s__Acinetobacter_radioresistens","Bacteria","Itchy_arms_Yes","1",3,"0","Itchy_arms_Yes1",-0.274509803921568,0.776394644111753,"Itchy_arms","SkinItch","Arms","Character","Itchy arms","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Routinely_use_moisturizers_Yes","1",11,"0","Routinely_use_moisturizers_Yes1",0.222222222222223,0.748633570856798,"Routinely_use_moisturizers","SkinBehavior","General","Character","Routinely use moisturizers","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Ever_have_had_itchy_skin_Yes","1",10,"0","Ever_have_had_itchy_skin_Yes1",0.2,0.771990200566194,"Ever_have_had_itchy_skin","SkinItch","General","Character","Ever have had itchy skin","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Body_odor_underarm_Yes","1",4,"0","Body_odor_underarm_Yes1",-0.1875,0.828040905880403,"Body_odor_underarm","BodyOdour","Underarm","Character","Body odor underarm","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Routinely_use_underarm_whitening_product_Yes","1",9,"0","Routinely_use_underarm_whitening_product_Yes1",0.181818181818182,0.793281573803362,"Routinely_use_underarm_whitening_product","SkinBehavior","Underarm","Character","Routinely use underarm whitening product","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Routinely_remove_body_hair_Yes","1",12,"0","Routinely_remove_body_hair_Yes1",-0.166666666666666,0.813042173946889,"Routinely_remove_body_hair","SkinBehavior","General","Character","Routinely remove body hair","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Body_odor_total_areas","NotApplicable",999,"NotApplicable","Body_odor_total_areas",-0.152046783625731,0.773293931372248,"Body_odor_total_areas","BodyOdour","General","Numeric","Body odor total areas","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Itchy_total_areas","NotApplicable",999,"NotApplicable","Itchy_total_areas",-0.134615384615384,0.690461235843624,"Itchy_total_areas","SkinItch","General","Numeric","Itchy total areas","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Routine_cosmetic_use_on_face_Yes","1",5,"0","Routine_cosmetic_use_on_face_Yes1",0.133333333333334,0.867239479111246,"Routine_cosmetic_use_on_face","SkinBehavior","Face","Character","Routine cosmetic use on face","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Hair_chemical_treatment_location_Non-professional","``1",5,"0","`Hair_chemical_treatment_location_Non-professional`1",0.133333333333334,0.867239479111246,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Non-professional)","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","History_of_skin_medical_treatment_Yes","1",5,"0","History_of_skin_medical_treatment_Yes1",-0.133333333333333,0.867239479111246,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Face_wash_last_time_Yesterday_evening","1",3,"0","Face_wash_last_time_Yesterday_evening1",0.11764705882353,0.903209367241817,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (Yesterday evening)","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Ever_Asthma_Diagnosis_Yes","1",3,"0","Ever_Asthma_Diagnosis_Yes1",0.11764705882353,0.903209367241817,"Ever_Asthma_Diagnosis","GeneralHealth_skin","ImmuneDiease","Character","Ever Asthma Diagnosis","GeneralHealth_skin",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Face_wash_last_time_This_morning","1",17,"0","Face_wash_last_time_This_morning1",-0.117647058823527,0.90320936724182,"Face_wash_last_time","SkinBehavior","Face","Character","Face wash last time (This morning)","SkinBehavior",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Irritation_tauntness_1_to_10","NotApplicable",999,"NotApplicable","Irritation_tauntness_1_to_10",-0.111111111111111,0.698958448270322,"Irritation_tauntness_1_to_10","SkinIrritation","General","Numeric","Irritation tauntness 1 to 10","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Irritation_itching_1_to_10","NotApplicable",999,"NotApplicable","Irritation_itching_1_to_10",-0.0757946210268948,0.656388934255987,"Irritation_itching_1_to_10","SkinIrritation","General","Numeric","Irritation itching 1 to 10","SkinDiscomfort",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",-0.0589559363610391,0.851907494389232,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.979752533957228
"s__Acinetobacter_radioresistens","Bacteria","Age","NotApplicable",999,"NotApplicable","Age",-0.0131026105657222,0.670096057425522,"Age","Demographics","Demographics","Numeric","Age","Demographics",0.979752533957228
"s__Gordonia_otitidis","Bacteria","Hair_chemical_treatment_location_Professional","1",8,"0","Hair_chemical_treatment_location_Professional1",0.0625000000000003,0.952812456468489,"Hair_chemical_treatment_location","SkinBehavior","Scalp","Character","Hair chemical treatment location (Professional)","SkinBehavior",0.98037279748284
"s__Gordonia_otitidis","Bacteria","Hair_covering_frequency_Never","1",18,"0","Hair_covering_frequency_Never1",0.0555555555555556,0.96146456342237,"Hair_covering_frequency","SkinBehavior","Scalp","Character","Hair covering frequency (Never)","SkinBehavior",0.98037279748284
"s__Gordonia_otitidis","Bacteria","TEWL_forearm","NotApplicable",999,"NotApplicable","TEWL_forearm",0.0143960842650795,0.967963015236222,"TEWL_forearm","SkinPhysio","Forearm","Numeric","TEWL forearm","SkinPhysio",0.98037279748284
"s__Acinetobacter_pittii_calcoaceticus_nosocomialis","Bacteria","PH_forearm","NotApplicable",999,"NotApplicable","PH_forearm",0.0424884340553233,0.943811400743591,"PH_forearm","SkinPhysio","Forearm","Numeric","PH forearm","SkinPhysio",0.982074025098061
"s__Gordonia_otitidis","Bacteria","Ever_have_had_eczema_Yes","1",9,"0","Ever_have_had_eczema_Yes1",0.0222222222222225,0.982761440614075,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.982761440614075
"s__Acinetobacter_radioresistens","Bacteria","Itchy_skin_overall_Yes","1",7,"0","Itchy_skin_overall_Yes1",-0.0659340659340653,0.927468423427479,"Itchy_skin_overall","SkinItch","General","Character","Itchy skin overall","SkinDiscomfort",0.983625607833616
"s__Acinetobacter_radioresistens","Bacteria","Age_when_itchy_skin_began_Over_10_years_old","1",8,"0","Age_when_itchy_skin_began_Over_10_years_old1",-0.0416666666666663,0.952887307588815,"Age_when_itchy_skin_began","SkinItch","General","Character","Age when itchy skin began (Over 10 years old)","SkinDiscomfort",0.983625607833616
"s__Acinetobacter_radioresistens","Bacteria","Sebum_cheek","NotApplicable",999,"NotApplicable","Sebum_cheek",-0.00246470983643287,0.946263642077565,"Sebum_cheek","SkinPhysio","Cheek","Numeric","Sebum cheek","SkinPhysio",0.983625607833616
"s__Malassezia_slooffiae","Fungi","Irritation_heat_1_to_10","NotApplicable",999,"NotApplicable","Irritation_heat_1_to_10",-1.35483870967742,0.540398921625141,"Irritation_heat_1_to_10","SkinIrritation","General","Numeric","Irritation heat 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Irritation_pain_1_to_10","NotApplicable",999,"NotApplicable","Irritation_pain_1_to_10",-1.35483870967742,0.540398921625142,"Irritation_pain_1_to_10","SkinIrritation","General","Numeric","Irritation pain 1 to 10","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Current_skin_condition_severity_Moderate","1",4,"0","Current_skin_condition_severity_Moderate1",1.07142857142857,0.355493633777826,"Current_skin_condition_severity","SkinCondition","General","Character","Current skin condition severity (Moderate)","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Sensitive_arms_Yes","1",4,"0","Sensitive_arms_Yes1",-0.928571428571431,0.424096958910212,"Sensitive_arms","SkinSensitivity","Arms","Character","Sensitive arms","SkinDiscomfort",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Swimming_regularly_Yes","1",4,"0","Swimming_regularly_Yes1",-0.928571428571431,0.424096958910212,"Swimming_regularly","SkinBehavior","General","Character","Swimming regularly","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Swimming_location_Swimming_pool-_Chemically_treated_water","``1",4,"0","`Swimming_location_Swimming_pool-_Chemically_treated_water`1",-0.928571428571431,0.424096958910212,"Swimming_location","SkinBehavior","General","Character","Swimming location (Swimming pool- Chemically treated water)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Hair_length_Bald","1",4,"0","Hair_length_Bald1",-0.928571428571428,0.424096958910213,"Hair_length","SkinBehavior","Scalp","Character","Hair length (Bald)","SkinBehavior",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Ever_Asthma_Diagnosis_Yes","1",5,"0","Ever_Asthma_Diagnosis_Yes1",-0.844444444444445,0.424837049007206,"Ever_Asthma_Diagnosis","GeneralHealth_skin","ImmuneDiease","Character","Ever Asthma Diagnosis","GeneralHealth_skin",0.987314774126511
"s__Malassezia_slooffiae","Fungi","History_of_skin_medical_treatment_Yes","1",5,"0","History_of_skin_medical_treatment_Yes1",0.814814814814815,0.441438446604818,"History_of_skin_medical_treatment","SkinTreatment","General","Character","History of skin medical treatment","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Currently_undergoing_skin_medical_treament_Yes","1",3,"0","Currently_undergoing_skin_medical_treament_Yes1",0.758620689655173,0.565934194646252,"Currently_undergoing_skin_medical_treament","SkinTreatment","General","Character","Currently undergoing skin medical treament","SkinDisease",0.987314774126511
"s__Malassezia_slooffiae","Fungi","Ever_have_had_eczema_Yes","1",8,"0","Ever_have_had_eczema_Yes1",-0.75,0.39763244486973,"Ever_have_had_eczema","SkinCondition","General","Character","Ever have had eczema","SkinDisease",0.987314774126511
